order_no,prod_code,order_qty,order_price
1019,1089,78,30.08
1019,1062,166,32.58
1019,1011,19,43.43
1020,1035,85,11.31
1020,1041,224,42.37
1021,1095,37,28.95
1021,1086,88,34.82
1021,1076,146,42.29
1022,1080,19,22.84
1022,1060,17,41.78
1022,1097,239,16.79
1022,1025,215,14.15
1022,1010,152,8.17
1023,1007,150,28.42
1024,1059,81,42.25
1024,1024,63,9.32
1025,1030,100,38.96
1025,1006,59,20.98
1025,1052,229,18.87
1025,1029,158,10.19
1025,1056,158,22.66
1026,1073,218,17.87
1026,1094,43,13.56
1026,1033,217,40.15
1026,1078,155,26.78
1026,1090,108,28.21
1027,1097,53,16.79
1027,1071,191,9.56
1027,1099,142,6.77
1027,1004,166,12.0
1028,1054,59,6.19
1028,1022,130,8.04
1028,1066,104,12.77
1028,1089,82,27.15
1029,1071,79,10.24
1030,1086,142,43.45
1030,1022,13,8.68
1030,1071,133,10.24
1031,1036,36,22.32
1031,1068,80,28.28
1031,1053,30,31.34
1031,1052,37,18.87
1031,1008,58,24.79
1032,1077,94,18.06
1032,1061,141,11.23
1032,1017,244,41.34
1032,1008,192,24.79
1032,1070,169,11.57
1033,1071,188,10.24
1033,1045,192,26.23
1033,1021,218,35.44
1033,1033,101,36.6
1033,1026,61,10.82
1034,1025,145,14.15
1034,1006,225,20.98
1034,1042,31,24.32
1034,1077,180,18.06
1035,1022,31,8.68
1035,1019,25,44.68
1035,1004,36,12.0
1035,1093,91,33.49
1036,1038,161,13.88
1036,1065,41,30.38
1036,1057,47,36.06
1037,1092,86,44.98
1037,1084,180,30.52
1037,1083,120,7.16
1037,1004,232,12.0
1038,1018,154,40.55
1038,1042,21,20.2
1039,1029,30,10.19
1039,1056,46,26.23
1039,1081,84,11.2
1040,1014,236,36.36
1040,1089,45,30.08
1040,1021,18,35.44
1040,1001,49,15.0
1040,1015,21,30.87
1041,1089,25,30.08
1041,1071,98,10.24
1042,1083,221,7.16
1042,1099,205,8.18
1042,1011,208,43.43
1042,1089,225,30.08
1043,1025,109,12.49
1043,1056,16,26.23
1044,1055,143,10.62
1044,1019,189,44.68
1044,1045,240,26.23
1044,1053,32,31.34
1045,1049,169,35.73
1045,1058,201,6.16
1046,1063,30,10.14
1046,1002,188,20.0
1046,1009,152,6.37
1046,1004,48,12.0
1046,1067,217,29.2
1047,1010,32,8.05
1047,1014,40,31.76
1047,1027,45,44.39
1047,1082,117,33.79
1048,1065,189,32.15
1048,1042,244,24.32
1048,1020,106,9.68
1048,1059,167,44.99
1049,1096,88,9.13
1049,1078,192,26.78
1050,1072,223,40.0
1051,1019,93,44.68
1051,1075,187,35.08
1052,1046,79,14.63
1052,1019,225,44.68
1052,1042,14,24.32
1052,1061,70,11.23
1052,1082,34,33.79
1053,1072,192,40.0
1053,1058,153,5.16
1053,1089,154,30.08
1053,1052,250,18.87
1054,1021,211,35.44
1054,1012,202,34.7
1054,1060,213,35.23
1054,1097,183,16.79
1054,1098,61,43.36
1055,1038,224,13.88
1055,1067,95,29.2
1055,1098,141,43.36
1055,1028,25,32.0
1055,1090,177,28.21
1056,1069,64,32.19
1056,1056,31,26.23
1057,1096,67,9.13
1057,1044,161,31.47
1058,1094,65,13.56
1058,1033,99,40.15
1058,1060,109,41.78
1059,1072,161,40.0
1060,1009,97,6.37
1060,1023,175,5.16
1060,1051,38,10.64
1061,1091,130,19.93
1061,1008,200,24.79
1061,1035,28,11.31
1061,1077,206,18.06
1061,1096,65,8.21
1062,1050,82,7.66
1062,1044,171,33.29
1062,1040,33,32.55
1062,1075,73,35.08
1062,1086,24,43.45
1063,1047,34,33.4
1063,1077,21,18.06
1064,1009,192,6.37
1064,1054,200,6.19
1065,1002,102,20.0
1066,1058,118,6.16
1066,1020,244,9.68
1066,1081,77,11.2
1066,1077,42,18.06
1067,1037,173,25.04
1067,1007,125,28.42
1068,1080,226,22.84
1068,1001,228,15.0
1068,1027,11,44.39
1069,1034,19,23.56
1070,1007,63,28.42
1071,1097,165,16.79
1071,1050,86,7.66
1071,1043,14,6.02
1071,1061,217,11.23
1071,1006,226,20.98
1072,1085,216,22.34
1073,1059,232,44.99
1073,1031,19,44.18
1073,1010,226,9.91
1073,1050,88,7.66
1073,1018,158,35.48
1074,1005,31,18.0
1074,1041,138,42.37
1074,1072,182,40.0
1074,1100,166,25.9
1075,1034,217,19.14
1075,1019,37,44.68
1075,1082,75,33.79
1076,1058,99,6.16
1077,1025,197,13.12
1077,1030,240,36.99
1077,1095,245,28.95
1078,1077,103,15.71
1078,1089,214,30.08
1078,1097,40,16.79
1078,1091,238,19.93
1079,1081,78,11.2
1079,1098,214,43.36
1079,1075,38,35.08
1079,1040,228,32.55
1079,1052,85,18.87
1080,1006,57,20.98
1080,1009,180,6.37
1080,1071,28,10.24
1080,1069,185,26.25
1081,1005,69,18.0
1081,1075,123,35.08
1081,1043,46,6.02
1081,1080,105,22.84
1082,1073,116,17.87
1082,1018,91,40.55
1083,1053,125,31.34
1083,1051,15,10.64
1083,1024,151,9.32
1083,1099,218,8.18
1084,1022,211,8.68
1084,1045,29,26.23
1084,1054,189,5.49
1085,1009,210,5.73
1085,1040,232,32.55
1086,1085,218,21.97
1086,1062,228,32.58
1086,1032,237,36.52
1086,1037,81,29.2
1087,1024,152,8.04
1087,1069,220,32.19
1087,1032,98,29.72
1087,1085,85,24.91
1087,1016,56,36.91
1088,1041,175,42.37
1088,1093,138,33.49
1089,1007,46,26.06
1089,1069,136,32.19
1089,1057,117,36.06
1089,1022,149,8.68
1089,1026,36,10.82
1090,1047,107,26.98
1091,1050,125,7.66
1091,1007,130,28.42
1091,1042,185,24.32
1092,1071,80,10.24
1092,1080,110,22.84
1093,1098,64,43.36
1093,1099,34,8.18
1093,1038,212,13.88
1093,1069,55,32.19
1094,1054,97,6.19
1094,1034,56,23.56
1094,1036,194,22.32
1094,1010,200,9.91
1094,1077,209,18.06
1095,1014,134,36.36
1096,1056,94,26.23
1096,1011,22,43.43
1096,1012,133,34.7
1096,1022,153,7.72
1097,1001,54,15.0
1098,1056,230,26.23
1098,1098,116,43.36
1098,1001,238,15.0
1098,1011,209,34.85
1099,1047,250,33.4
1099,1054,218,6.19
1099,1004,20,12.0
1099,1070,231,11.57
1099,1098,205,43.36
1100,1077,77,18.06
1101,1024,115,9.32
1101,1019,77,36.56
1101,1016,193,31.74
1101,1094,108,13.56
1101,1100,14,25.9
1102,1005,81,18.0
1102,1061,231,11.23
1102,1016,188,36.91
1102,1032,61,36.52
1103,1036,78,22.32
1104,1094,145,13.56
1104,1042,193,24.32
1104,1066,28,12.77
1104,1091,31,19.93
1104,1078,38,26.78
1105,1092,181,44.98
1105,1008,41,22.77
1105,1077,130,18.06
1105,1067,177,29.2
1106,1015,204,30.87
1106,1030,137,38.96
1106,1019,145,44.68
1106,1044,170,29.14
1106,1026,210,10.82
1107,1033,181,40.15
1107,1068,40,28.28
1107,1099,29,8.18
1108,1095,211,27.31
1108,1093,229,33.49
1108,1035,112,11.31
1108,1091,19,19.93
1108,1071,59,10.24
1109,1098,227,43.36
1109,1045,76,26.23
1110,1047,90,33.4
1111,1079,92,15.96
1111,1076,168,42.29
1112,1022,211,8.68
1113,1100,56,25.9
1113,1073,48,16.33
1113,1021,134,35.44
1113,1027,172,44.39
1114,1028,15,32.0
1114,1030,66,38.96
1114,1092,53,44.98
1114,1001,69,15.0
1114,1043,243,6.02
1115,1095,140,28.95
1115,1008,215,24.79
1115,1037,243,29.2
1115,1070,29,11.57
1116,1065,136,34.31
1116,1039,102,24.66
1116,1097,71,16.79
1116,1047,173,27.85
1116,1016,194,36.91
1117,1004,147,12.0
1117,1098,76,43.36
1117,1027,23,44.39
1117,1052,204,18.87
1117,1097,67,16.79
1118,1057,215,36.06
1119,1082,85,30.03
1119,1066,207,12.77
1119,1071,217,8.62
1119,1005,163,14.57
1119,1002,141,20.0
1120,1082,60,33.79
1120,1053,107,31.34
1120,1084,228,30.52
1120,1089,239,30.08
1120,1073,71,17.87
1121,1069,70,32.19
1121,1062,218,32.58
1121,1044,222,33.29
1121,1009,59,6.37
1121,1003,95,10.0
1122,1050,10,7.66
1123,1078,57,26.78
1123,1071,97,10.24
1123,1072,120,40.0
1123,1091,152,19.93
1124,1062,15,32.58
1125,1064,231,38.32
1125,1079,100,15.96
1125,1027,17,44.39
1125,1097,44,14.1
1126,1082,230,33.79
1126,1060,250,41.78
1126,1055,47,9.63
1126,1076,174,42.29
1126,1043,183,6.02
1127,1083,182,7.16
1127,1044,90,33.29
1127,1080,129,22.84
1128,1039,58,24.66
1128,1079,149,15.96
1129,1014,148,36.36
1129,1083,183,5.78
1129,1078,152,26.78
1129,1036,66,22.32
1130,1032,115,36.52
1130,1061,207,11.23
1130,1002,168,20.0
1130,1037,55,29.2
1130,1036,215,22.32
1131,1062,248,32.58
1131,1020,227,9.68
1132,1058,206,6.16
1132,1059,218,39.96
1132,1087,233,44.97
1132,1028,138,32.0
1133,1001,214,15.0
1133,1062,139,32.58
1133,1060,159,41.78
1133,1081,89,11.2
1133,1006,152,20.98
1134,1063,40,10.82
1134,1025,55,14.15
1134,1023,33,5.16
1135,1016,135,36.91
1135,1018,115,35.79
1135,1035,39,11.31
1135,1038,55,13.88
1136,1047,185,33.4
1136,1077,174,18.06
1136,1037,123,29.2
1137,1030,115,38.96
1137,1069,73,32.19
1137,1022,56,8.68
1137,1067,209,25.05
1137,1075,108,35.08
1138,1002,177,20.0
1138,1011,27,43.43
1138,1029,209,10.19
1139,1075,176,35.08
1139,1047,14,33.4
1139,1086,104,43.45
1139,1050,75,7.66
1140,1076,202,42.29
1141,1025,163,14.15
1141,1035,74,10.42
1141,1096,220,9.13
1142,1093,32,33.49
1142,1071,213,10.24
1142,1082,65,33.79
1143,1089,245,30.08
1143,1060,87,41.78
1143,1088,66,37.82
1144,1076,36,42.29
1144,1044,43,33.29
1144,1089,162,24.49
1144,1090,250,23.71
1144,1099,235,8.18
1145,1026,140,10.82
1145,1012,163,34.7
1145,1013,83,38.15
1145,1039,33,24.66
1146,1015,160,30.87
1146,1066,181,12.77
1146,1044,139,33.29
1147,1063,68,10.82
1148,1011,55,38.15
1148,1093,222,33.49
1148,1044,169,28.94
1149,1019,74,44.68
1149,1010,147,9.91
1149,1085,45,24.91
1149,1036,74,22.32
1149,1050,152,7.66
1150,1050,218,7.66
1150,1048,111,14.85
1150,1025,240,14.15
1150,1034,231,23.56
1151,1041,196,42.37
1151,1096,126,9.13
1151,1064,28,38.32
1151,1024,46,9.32
1151,1077,64,18.06
1152,1039,112,24.66
1152,1064,194,34.25
1152,1020,128,9.68
1152,1007,179,28.42
1153,1029,56,10.19
1153,1003,89,10.0
1154,1059,65,44.99
1154,1095,205,28.95
1154,1080,248,19.37
1154,1014,49,36.36
1155,1007,249,28.42
1155,1022,99,8.68
1155,1093,17,33.49
1156,1020,81,9.68
1156,1005,30,18.0
1156,1034,34,23.56
1156,1024,12,9.32
1156,1040,246,32.55
1157,1038,155,13.88
1157,1089,226,27.62
1158,1026,227,10.82
1159,1095,39,28.95
1159,1009,213,6.37
1159,1069,145,32.19
1159,1015,171,24.71
1159,1065,244,34.31
1160,1070,88,11.57
1160,1086,161,43.45
1161,1015,71,30.87
1162,1031,118,44.18
1163,1093,90,33.49
1163,1037,21,29.2
1164,1003,138,10.0
1164,1006,69,20.98
1164,1029,201,10.19
1164,1023,29,4.4
1164,1069,145,28.66
1165,1034,163,23.56
1165,1012,80,28.14
1165,1072,129,40.0
1165,1077,13,18.06
1166,1034,69,23.56
1167,1051,149,10.64
1167,1073,173,17.87
1167,1032,116,36.52
1167,1030,74,38.96
1167,1012,71,34.7
1168,1010,86,9.91
1168,1044,240,29.35
1168,1066,231,12.77
1168,1084,187,30.52
1168,1063,106,10.82
1169,1092,221,38.7
1170,1089,127,30.08
1170,1064,207,38.32
1170,1031,43,44.18
1170,1038,23,13.88
1170,1044,207,33.29
1171,1001,236,15.0
1172,1057,169,36.06
1173,1029,244,10.19
1173,1069,123,27.34
1173,1088,68,40.13
1173,1094,47,13.56
1173,1014,13,36.36
1174,1006,152,20.98
1174,1021,106,35.44
1175,1023,111,5.16
1176,1006,201,20.98
1176,1057,189,36.06
1176,1093,133,33.49
1177,1083,170,5.84
1177,1072,127,35.6
1178,1084,114,28.02
1179,1006,22,20.98
1179,1090,48,25.75
1179,1096,218,9.13
1179,1036,138,22.32
1180,1034,118,23.56
1180,1076,218,42.29
1181,1057,68,36.06
1181,1067,23,29.2
1182,1024,123,7.94
1182,1065,91,34.31
1182,1046,18,14.63
1183,1007,149,28.42
1184,1077,188,15.48
1184,1009,62,6.37
1184,1100,208,25.9
1184,1063,163,9.84
1184,1089,237,30.08
1185,1049,223,32.48
1185,1017,10,41.34
1185,1036,191,22.32
1186,1097,238,16.79
1186,1057,149,36.06
1186,1050,109,7.66
1186,1096,90,9.13
1186,1048,80,14.85
1187,1009,42,5.22
1187,1086,11,43.45
1187,1007,89,23.44
1188,1036,74,18.33
1188,1058,82,6.16
1188,1085,182,24.91
1188,1080,221,22.84
1189,1019,132,44.68
1189,1048,13,14.85
1189,1018,30,40.55
1189,1044,203,33.29
1189,1078,64,26.78
1190,1046,158,14.63
1190,1091,122,18.4
1190,1008,23,24.79
1191,1062,81,32.58
1191,1012,248,34.7
1192,1019,108,44.68
1193,1046,125,14.63
1193,1068,66,28.28
1193,1015,168,30.87
1194,1065,198,34.31
1195,1029,118,9.02
1196,1070,199,11.57
1196,1061,119,11.23
1196,1074,200,13.47
1196,1041,59,42.37
1196,1063,17,10.82
1197,1012,171,34.7
1198,1060,200,41.78
1199,1086,36,43.45
1199,1063,39,10.82
1199,1036,50,22.32
1199,1016,216,36.91
1200,1025,171,14.15
1200,1036,192,22.32
1201,1004,62,12.0
1201,1056,122,22.0
1201,1024,51,9.32
1201,1093,31,33.49
1202,1092,48,44.98
1203,1034,169,23.56
1203,1054,151,6.19
1203,1089,247,30.08
1203,1076,100,42.29
1204,1083,110,7.16
1205,1041,246,42.37
1205,1050,172,7.66
1205,1046,130,14.63
1206,1010,246,9.91
1206,1087,79,44.97
1206,1053,245,31.34
1207,1069,224,32.19
1207,1007,72,28.42
1207,1079,192,15.96
1208,1063,138,10.82
1208,1042,146,24.32
1208,1030,162,38.96
1209,1073,48,17.87
1209,1040,62,32.55
1209,1066,121,12.77
1209,1012,202,34.7
1209,1005,221,18.0
1210,1057,165,36.06
1210,1091,187,19.93
1211,1028,105,32.0
1211,1040,18,32.55
1211,1054,199,6.19
1211,1007,247,23.92
1211,1089,34,30.08
1212,1005,126,18.0
1212,1004,147,11.24
1212,1053,165,31.34
1212,1012,183,32.48
1212,1017,26,41.34
1213,1050,79,6.41
1213,1005,173,16.66
1214,1008,22,24.79
1214,1059,53,44.99
1214,1035,60,9.31
1215,1046,36,14.63
1215,1098,131,43.36
1215,1042,120,24.32
1215,1056,154,22.78
1215,1047,62,27.6
1216,1064,123,38.32
1216,1094,114,13.56
1216,1075,90,35.08
1216,1018,108,40.55
1216,1033,210,40.15
1217,1083,107,7.16
1217,1069,23,32.19
1217,1022,53,8.68
1217,1026,154,10.82
1217,1031,93,44.18
1218,1035,192,11.31
1218,1075,152,35.08
1218,1079,139,15.96
1218,1011,80,43.43
1219,1070,55,11.57
1219,1034,115,23.56
1219,1030,178,38.96
1219,1067,69,29.2
1220,1059,131,40.05
1220,1074,121,13.47
1220,1083,104,7.16
1220,1033,31,32.92
1220,1050,194,7.66
1221,1065,190,34.31
1221,1059,72,44.99
1221,1095,246,25.71
1222,1011,224,43.43
1222,1057,60,36.06
1223,1034,19,23.56
1224,1053,203,31.34
1224,1043,20,6.02
1224,1019,94,44.68
1224,1078,243,26.78
1225,1040,54,32.55
1226,1049,249,35.73
1226,1018,199,40.55
1227,1070,181,11.57
1228,1035,177,9.53
1228,1044,88,33.29
1228,1063,191,10.82
1228,1097,195,13.82
1229,1077,85,18.06
1229,1028,112,29.8
1230,1095,154,28.95
1230,1055,108,10.62
1230,1012,168,34.7
1230,1072,147,40.0
1231,1078,191,26.78
1232,1044,92,31.61
1232,1068,231,28.28
1232,1042,207,24.32
1233,1064,37,34.15
1233,1042,115,24.32
1233,1050,43,7.66
1233,1018,248,40.55
1233,1027,219,44.39
1234,1077,201,16.27
1235,1057,222,36.06
1235,1042,188,24.32
1236,1064,16,38.32
1236,1071,62,10.24
1236,1073,80,17.87
1236,1062,23,32.58
1237,1020,121,9.68
1237,1003,53,10.0
1237,1009,101,6.37
1238,1020,195,9.68
1238,1063,229,9.72
1238,1015,107,28.87
1238,1025,134,14.15
1238,1019,171,44.68
1239,1085,226,24.91
1239,1020,217,9.68
1240,1041,34,39.7
1241,1053,100,28.75
1241,1023,108,5.16
1241,1098,137,43.36
1241,1017,236,36.33
1242,1003,83,9.21
1242,1017,129,41.34
1242,1077,179,18.06
1243,1054,121,6.19
1243,1061,247,11.23
1243,1082,81,33.79
1243,1098,116,43.36
1244,1094,180,13.56
1245,1064,48,38.32
1245,1001,117,15.0
1245,1026,31,10.82
1245,1035,171,10.43
1246,1089,227,30.08
1246,1022,190,8.68
1247,1051,25,10.64
1248,1089,88,30.08
1249,1020,217,9.68
1249,1086,82,43.45
1250,1024,159,9.32
1251,1013,215,38.15
1251,1018,181,40.55
1251,1031,59,44.18
1252,1014,145,31.61
1252,1087,159,44.97
1252,1010,90,9.91
1252,1016,195,34.29
1253,1001,15,15.0
1254,1058,27,6.16
1254,1092,49,44.98
1254,1100,197,25.9
1254,1036,41,21.0
1254,1035,202,11.31
1255,1065,136,34.31
1255,1064,111,38.32
1255,1026,223,10.82
1256,1094,87,13.56
1256,1061,221,11.23
1256,1087,198,44.97
1256,1046,102,14.63
1256,1091,110,17.0
1257,1032,156,36.52
1257,1058,59,6.16
1257,1082,26,33.79
1257,1075,217,32.36
1258,1002,26,20.0
1258,1074,40,13.47
1259,1010,50,9.91
1259,1001,46,15.0
1260,1080,172,20.84
1260,1038,122,13.88
1260,1030,68,38.96
1260,1082,123,33.79
1260,1065,31,34.31
1261,1024,165,8.16
1261,1012,103,29.79
1262,1064,244,38.32
1262,1071,193,8.96
1263,1047,50,33.4
1263,1015,112,30.87
1263,1092,165,44.98
1264,1043,69,5.37
1264,1088,233,40.13
1264,1065,72,34.31
1264,1057,97,36.06
1265,1043,182,6.02
1265,1020,205,9.68
1265,1052,28,18.87
1265,1046,50,13.82
1265,1019,78,44.68
1266,1064,16,38.32
1266,1089,231,30.08
1267,1053,192,27.74
1267,1001,211,15.0
1267,1075,237,28.55
1267,1008,94,20.14
1267,1036,205,22.32
1268,1042,121,22.23
1268,1040,198,32.55
1268,1057,52,36.06
1268,1097,90,16.79
1269,1026,93,10.82
1270,1048,177,14.85
1271,1054,45,6.19
1271,1014,233,36.36
1271,1100,74,25.9
1272,1066,213,12.77
1273,1100,10,25.9
1273,1099,233,8.18
1273,1040,22,32.55
1273,1046,172,12.76
1273,1064,10,38.32
1274,1041,103,42.37
1275,1092,236,44.98
1276,1068,92,24.72
1277,1045,220,26.23
1277,1095,194,28.95
1277,1064,109,38.32
1277,1090,149,28.21
1278,1029,186,10.19
1279,1022,141,8.68
1279,1049,46,35.73
1280,1093,167,33.49
1281,1088,65,40.13
1282,1032,101,36.52
1282,1066,170,11.64
1282,1076,207,42.29
1282,1016,34,36.91
1283,1049,65,35.73
1283,1057,46,36.06
1283,1066,100,12.77
1283,1072,27,40.0
1283,1032,164,36.52
1284,1098,75,43.36
1285,1075,129,35.08
1285,1087,80,44.97
1286,1006,181,20.98
1286,1040,183,32.55
1286,1020,60,9.68
1286,1099,110,8.18
1286,1087,28,44.97
1287,1084,241,30.52
1288,1042,173,24.32
1288,1065,97,34.31
1288,1077,71,18.06
1288,1094,11,13.56
1288,1071,64,10.24
1289,1062,128,32.58
1289,1080,211,22.84
1289,1076,248,42.29
1289,1031,132,44.18
1289,1035,111,11.31
1290,1062,154,32.58
1290,1081,182,9.45
1290,1086,163,43.45
1291,1006,25,20.98
1291,1038,244,13.88
1291,1082,215,33.79
1291,1026,27,10.82
1292,1025,19,11.49
1292,1076,80,42.29
1292,1067,144,29.2
1293,1006,35,20.98
1293,1059,116,44.99
1293,1043,119,6.02
1293,1058,143,6.16
1294,1023,126,4.45
1295,1037,102,29.2
1296,1078,22,24.49
1297,1059,117,44.99
1297,1065,22,34.31
1298,1048,214,14.85
1299,1087,10,44.97
1299,1092,46,36.48
1299,1080,226,22.84
1299,1010,175,9.91
1299,1009,121,6.37
1300,1066,146,12.77
1300,1069,135,32.19
1300,1056,200,26.23
1301,1097,168,16.79
1302,1088,124,40.13
1302,1092,74,44.98
1303,1031,108,44.18
1304,1089,216,30.08
1304,1029,15,10.19
1304,1077,218,15.44
1304,1057,100,36.06
1304,1083,128,7.16
1305,1048,48,14.85
1306,1040,188,32.55
1307,1066,121,12.77
1307,1059,89,44.99
1307,1013,105,38.15
1307,1031,38,44.18
1308,1004,124,12.0
1309,1023,25,5.16
1309,1015,12,25.93
1310,1036,202,22.32
1310,1007,25,28.42
1310,1058,156,6.16
1310,1090,108,28.21
1310,1010,100,8.12
1311,1032,228,36.52
1311,1035,232,10.25
1311,1071,28,10.24
1311,1082,71,33.79
1311,1098,28,43.36
1312,1092,242,44.98
1312,1089,74,30.08
1312,1009,154,6.37
1312,1065,208,34.31
1313,1076,249,42.29
1313,1004,247,12.0
1313,1081,15,11.2
1313,1024,221,9.32
1313,1002,250,20.0
1314,1030,159,35.65
1314,1028,12,32.0
1314,1004,186,12.0
1314,1075,51,35.08
1315,1089,25,28.21
1315,1043,77,5.38
1315,1056,239,21.21
1316,1077,223,18.06
1316,1046,54,14.63
1316,1004,157,12.0
1317,1058,157,6.16
1317,1095,65,28.95
1318,1072,144,40.0
1318,1058,92,6.16
1319,1071,143,10.24
1319,1081,243,11.2
1319,1057,133,36.06
1319,1080,151,22.84
1319,1014,185,36.36
1320,1030,133,38.96
1320,1004,66,12.0
1320,1062,57,26.54
1321,1090,48,28.21
1321,1100,185,25.9
1322,1092,22,44.98
1322,1027,113,44.39
1322,1029,167,10.19
1323,1055,201,10.62
1323,1007,176,28.42
1323,1067,116,29.2
1323,1044,241,28.54
1324,1034,93,23.56
1324,1018,53,40.55
1324,1023,104,5.16
1324,1081,31,11.2
1324,1079,174,15.96
1325,1078,37,26.78
1326,1100,100,25.9
1326,1068,128,28.28
1326,1018,67,40.55
1327,1070,26,11.57
1328,1089,25,30.08
1328,1085,133,24.91
1328,1084,43,30.52
1329,1069,122,32.19
1329,1096,95,7.44
1329,1098,221,43.36
1329,1036,188,22.32
1329,1082,120,33.79
1330,1032,15,36.52
1330,1058,37,6.16
1331,1062,219,32.58
1331,1012,45,34.7
1331,1098,192,40.89
1332,1031,68,44.18
1333,1089,153,30.08
1334,1053,130,31.34
1334,1070,194,11.57
1334,1029,245,10.19
1335,1057,171,36.06
1335,1056,30,26.23
1336,1050,230,7.66
1337,1039,133,24.66
1337,1010,83,9.91
1337,1025,100,14.15
1337,1072,220,40.0
1337,1058,213,5.55
1338,1004,175,12.0
1338,1047,32,27.87
1338,1084,161,24.65
1338,1098,14,43.36
1338,1046,76,14.63
1339,1084,96,30.52
1340,1026,222,10.82
1340,1022,11,8.68
1341,1034,131,23.56
1341,1052,93,18.87
1341,1057,43,30.05
1341,1017,198,41.34
1341,1066,118,12.77
1342,1014,200,36.36
1342,1037,203,29.2
1343,1018,16,40.55
1344,1063,167,10.82
1344,1078,80,26.78
1345,1067,166,29.2
1346,1091,199,19.93
1346,1019,208,44.68
1347,1084,61,30.52
1348,1046,200,14.63
1348,1089,133,30.08
1348,1013,173,38.15
1349,1084,154,30.52
1349,1092,94,44.98
1349,1009,237,5.61
1349,1062,236,32.58
1350,1070,56,11.57
1351,1020,124,9.68
1351,1070,239,11.57
1352,1004,143,9.73
1352,1066,133,12.77
1352,1038,139,13.88
1353,1046,24,14.63
1353,1095,207,28.95
1353,1060,50,41.78
1353,1044,175,29.76
1353,1054,144,6.19
1354,1063,164,10.82
1355,1044,191,26.74
1355,1002,215,20.0
1355,1051,145,10.64
1355,1048,56,14.85
1355,1038,214,13.88
1356,1001,57,15.0
1357,1016,59,36.91
1358,1021,95,31.35
1358,1059,190,44.99
1358,1097,179,16.79
1358,1068,126,23.8
1359,1007,105,28.42
1360,1053,147,31.34
1361,1013,169,34.42
1362,1006,123,20.98
1362,1020,130,9.68
1362,1021,165,35.44
1363,1071,101,9.09
1363,1042,117,24.32
1364,1072,213,32.37
1364,1064,176,38.32
1364,1055,82,10.62
1365,1099,55,8.18
1365,1032,17,36.52
1366,1073,117,17.87
1366,1078,227,26.78
1367,1044,82,33.29
1367,1024,98,9.32
1367,1035,145,9.48
1368,1009,121,5.26
1368,1070,31,11.57
1368,1097,21,16.79
1369,1095,149,23.32
1369,1051,123,10.64
1370,1004,160,12.0
1370,1047,173,33.4
1370,1074,178,13.47
1370,1043,126,6.02
1370,1030,105,38.96
1371,1037,72,29.2
1372,1045,188,26.23
1372,1063,242,10.82
1373,1059,35,44.99
1373,1009,215,5.78
1373,1002,183,20.0
1373,1051,10,10.64
1373,1078,30,26.78
1374,1023,108,5.16
1374,1096,67,9.13
1374,1008,236,24.79
1374,1090,177,28.21
1375,1002,44,20.0
1375,1028,90,27.46
1375,1060,177,41.78
1376,1001,118,15.0
1376,1032,166,30.7
1376,1087,220,44.97
1377,1060,129,36.31
1377,1062,201,32.58
1378,1017,79,41.34
1378,1087,247,44.97
1378,1002,89,20.0
1378,1038,57,11.57
1378,1065,209,34.31
1379,1023,187,5.16
1379,1091,199,19.93
1379,1012,80,34.7
1379,1096,137,8.6
1379,1099,34,8.18
1380,1076,232,42.29
1380,1090,167,28.21
1380,1100,48,25.9
1380,1093,242,33.49
1381,1092,26,44.98
1381,1014,178,36.36
1382,1044,60,33.29
1382,1079,184,15.11
1382,1065,117,34.31
1382,1041,85,42.37
1382,1073,139,15.16
1383,1079,58,14.89
1384,1013,101,38.15
1384,1025,178,12.65
1384,1072,56,40.0
1385,1090,203,28.21
1385,1054,62,6.19
1385,1014,68,36.36
1385,1035,231,11.31
1386,1021,174,35.44
1386,1051,241,8.73
1386,1031,20,44.18
1386,1070,158,11.57
1387,1037,80,29.2
1388,1080,61,21.48
1388,1060,74,41.78
1388,1074,239,13.47
1388,1052,110,18.87
1388,1088,10,40.13
1389,1029,121,10.19
1389,1088,40,40.13
1389,1089,129,30.08
1390,1011,129,43.43
1390,1085,112,24.91
1391,1062,101,32.58
1391,1055,78,10.62
1391,1013,126,38.15
1391,1072,147,40.0
1392,1056,225,26.23
1392,1044,176,28.62
1393,1066,55,12.77
1393,1023,177,5.16
1393,1030,162,38.96
1393,1021,200,35.44
1393,1010,199,9.91
1394,1097,85,15.9
1394,1025,147,14.15
1394,1023,166,5.16
1395,1001,231,15.0
1395,1025,151,14.15
1395,1088,203,40.13
1396,1005,117,18.0
1396,1097,243,16.79
1396,1011,174,43.43
1397,1026,231,10.82
1397,1034,72,23.56
1397,1066,24,12.77
1398,1079,70,15.96
1399,1099,226,8.18
1399,1007,201,28.42
1399,1050,204,7.09
1399,1093,183,33.49
1399,1017,228,41.34
1400,1037,48,27.2
1400,1021,66,35.44
1401,1077,13,18.06
1401,1007,179,28.42
1401,1099,164,8.18
1402,1028,13,32.0
1402,1062,17,32.58
1402,1075,219,35.08
1402,1048,208,14.85
1402,1037,116,29.2
1403,1028,134,32.0
1403,1085,128,24.91
1403,1015,185,30.87
1403,1039,228,24.66
1404,1002,42,16.07
1404,1100,138,25.9
1404,1097,218,16.79
1404,1044,102,33.29
1405,1042,48,24.32
1405,1052,168,17.08
1405,1005,20,18.0
1405,1051,226,10.64
1406,1073,247,17.87
1406,1041,10,42.37
1406,1021,199,35.44
